tracking_id,gene_short_name,P8 AT2 Control_A,P8 AT2 Control_B,P9 AT2 Control_C,P8 AT2 Mutant_A, P8 AT2 Mutant_B,P9 AT2 Mutant_C,Average Log2 foldchange (FPKM +1),T-test p-value,,,,,,,,,,,,,
XLOC_000206,Kbtbd8,0.463899,0.577054,0.409208,1.37249,0.748645,0.863869,0.4,0.119135884,,,,,,,,,,,,,
XLOC_000207,Steap2,1.4666,1.50597,1.89965,2.17001,1.54438,2.25491,0.2,0.203467198,,,,,,,,,,,,,
XLOC_000208,Scap,13.4312,14.6915,13.0333,20.2953,19.0621,21.1861,0.5,0.028227431,,,,,,,,,,,,,
XLOC_000209,Pcbp2,199.169,176.713,161.6,214.152,203.901,181.689,0.2,0.032793207,,,,,,,,,,,,,
XLOC_000210,Med7,16.0135,18.0424,13.054,13.8156,13.8053,15.3195,-0.1,0.571013617,,,,,,,,,,,,,
XLOC_000211,Rdx,54.6381,48.139,45.978,58.8734,55.4317,56.9694,0.2,0.070699094,,,,,,,,,,,,,
XLOC_000212,Tfe3,13.5672,13.5522,12.9636,13.554,14.8378,13.8575,0.1,0.198044099,,,,,,,,,,,,,
XLOC_000213,Pcdh19,0.0568068,0.0526607,0.0905876,0.035023,0.0355594,0.0334901,0.0,0.123771943,,,,,,,,,,,,,
XLOC_000214,Kif21a,4.02361,4.43282,4.87383,6.01922,4.08549,5.48051,0.2,0.403323195,,,,,,,,,,,,,
XLOC_000215,Cdk12,8.43712,7.53639,9.30628,8.54156,8.05811,7.74968,0.0,0.690948921,,,,,,,,,,,,,
XLOC_000216,Kazn,3.5372,2.532,3.24589,4.3603,4.41987,4.83366,0.4,0.056830102,,,,,,,,,,,,,
XLOC_000217,Ehmt1,14.9755,14.1559,13.8407,19.5193,16.155,17.4957,0.3,0.035081136,,,,,,,,,,,,,
XLOC_000218,Phf21a,9.46288,9.89931,11.0526,7.71448,9.36596,6.93595,-0.3,0.181061176,,,,,,,,,,,,,
XLOC_000219,Cnbp,185.692,201.266,171.374,234.577,253.257,262.196,0.4,0.044278371,,,,,,,,,,,,,
XLOC_000220,Cntn4,0.0678401,0.0133138,0,0.0071893,0,0,0.0,0.309504847,,,,,,,,,,,,,
XLOC_000221,Ttyh1,0.109824,0.0807309,0.125742,0.124201,0.0531667,0.142579,0.0,0.966547612,,,,,,,,,,,,,
XLOC_000222,Stau1,28.3919,28.0571,26.5132,27.9249,27.3492,25.6077,0.0,0.039116419,,,,,,,,,,,,,
XLOC_000223,Srrt,39.7409,44.9384,40.9246,58.9465,52.0652,61.0945,0.4,0.06392626,,,,,,,,,,,,,
XLOC_000224,Sec61g,63.4649,80.9652,52.3981,54.5795,64.6194,58.1372,-0.1,0.457990488,,,,,,,,,,,,,
XLOC_000225,Tmem141,14.3797,15.349,12.666,11.3661,11.1726,11.5793,-0.3,0.085161507,,,,,,,,,,,,,
XLOC_000226,Tmtc3,9.32072,7.68589,8.12711,13.4947,12.0333,12.3609,0.5,0.00263299,,,,,,,,,,,,,
XLOC_000227,Ppih,19.3591,23.7133,17.5839,34.8341,40.2213,42.0575,0.9,0.024434898,,,,,,,,,,,,,
XLOC_000228,Mgat1,29.9636,34.9058,32.8669,30.7564,28.7961,32.368,-0.1,0.461578686,,,,,,,,,,,,,
XLOC_000229,Pfdn4,23.4769,29.2706,17.8467,23.8874,26.046,26.595,0.1,0.586079884,,,,,,,,,,,,,
XLOC_000230,Inpp5d,1.53098,1.01478,2.85618,0.350011,0.523421,0.553779,-0.9,0.079701362,,,,,,,,,,,,,
XLOC_000231,Rnf146,17.3902,18.1092,17.6991,17.0344,16.5286,15.3025,-0.1,0.140452795,,,,,,,,,,,,,
XLOC_000232,Trim9,0.0433833,0.0695846,0.0378288,0.0487219,0.0348373,0.021275,0.0,0.314973061,,,,,,,,,,,,,
XLOC_000233,Acvr1,20.0755,17.456,12.2278,14.5264,11.7558,11.7101,-0.3,0.142020304,,,,,,,,,,,,,
XLOC_000234,,17.7489,17.6935,20.6114,37.0019,31.1487,44.4707,1.0,0.008584643,,,,,,,,,,,,,
XLOC_000235,Dcx,0.00979809,0.0345802,0.0240582,0.0124632,0.0168719,0.00317492,0.0,0.246882593,,,,,,,,,,,,,
XLOC_000236,Celf2,10.4032,6.823,7.9033,11.9365,11.3229,12.1915,0.5,0.084369698,,,,,,,,,,,,,
XLOC_000237,Bex3,205.044,272.13,214.342,169.986,165.163,184.637,-0.4,0.128588162,,,,,,,,,,,,,
XLOC_000238,Abhd14a,4.51318,5.74931,4.06458,6.27773,7.64211,6.86972,0.5,0.033122767,,,,,,,,,,,,,
XLOC_000239,Itsn1,7.6957,6.02367,7.08272,9.19424,9.16509,7.88464,0.3,0.129522237,,,,,,,,,,,,,
XLOC_000240,Keap1,18.408,21.4282,19.9117,30.9578,28.4792,30.6326,0.6,0.026537769,,,,,,,,,,,,,
XLOC_000241,Snx12,22.3475,22.897,20.1666,29.5583,28.8558,32.7536,0.5,0.050695245,,,,,,,,,,,,,
XLOC_000242,Cd72,2.32244,1.68323,1.40714,1.81971,1.56302,1.7775,0.0,0.82668283,,,,,,,,,,,,,
XLOC_000243,,10.3908,12.7713,10.0907,16.5838,14.721,14.949,0.4,0.076592829,,,,,,,,,,,,,
XLOC_000244,Gprc5c,4.55412,4.64598,5.84065,20.179,19.2044,19.0398,1.8,0.004148899,,,,,,,,,,,,,
XLOC_000245,Sin3a,13.831,13.3883,14.0892,19.2534,18.3464,17.3279,0.4,0.018363537,,,,,,,,,,,,,
XLOC_000246,Tmem87a,18.958,19.3023,19.7639,16.8743,18.8963,15.8293,-0.2,0.174307414,,,,,,,,,,,,,
XLOC_000247,Canx,84.5553,81.6267,68.6146,101.24,100.709,96.8046,0.3,0.039763841,,,,,,,,,,,,,
XLOC_000248,Zfp703,20.9244,22.7611,16.121,46.4152,44.2414,47.3834,1.2,0.019639016,,,,,,,,,,,,,
XLOC_000249,Psmg4,21.6238,27.0987,21.8292,32.3458,33.1659,31.855,0.5,0.034852827,,,,,,,,,,,,,
XLOC_000250,Rbfox2,11.9028,11.6248,13.8934,14.7534,15.3504,16.037,0.3,0.031379792,,,,,,,,,,,,,
XLOC_000251,Cacna2d1,1.16961,0.370108,0.397319,0.168205,0.462663,0.162907,-0.4,0.344100781,,,,,,,,,,,,,
XLOC_000252,Prr5l,7.00274,6.30081,6.86959,5.30755,5.89626,5.94188,-0.2,0.117343959,,,,,,,,,,,,,
XLOC_000253,Runx1,12.253,12.2133,11.1393,14.4257,16.1272,11.9208,0.2,0.10925949,,,,,,,,,,,,,
XLOC_000254,Runx1t1,0.232535,0.113863,0.1895,0.0207515,0.111466,0.0506964,-0.2,0.194849309,,,,,,,,,,,,,
XLOC_000255,Acvr1c,0.879607,0.809524,0.972404,1.54508,1.41319,1.53361,0.4,0.003104002,,,,,,,,,,,,,
XLOC_000256,Serpinh1,219.994,240.364,212.629,198.214,184.702,183.758,-0.2,0.069515768,,,,,,,,,,,,,
XLOC_000257,Cd151,74.9806,64.2695,66.5513,104.203,99.9349,109.643,0.6,0.013609774,,,,,,,,,,,,,
XLOC_000258,,3.63132,2.93168,4.29672,4.96239,8.69139,10.2702,0.9,0.08361225,,,,,,,,,,,,,
XLOC_000259,Comt,47.9546,41.6286,39.9362,39.7995,38.2426,38.9494,-0.1,0.171321893,,,,,,,,,,,,,
XLOC_000260,Zfp182,2.52381,1.88929,3.06773,1.68692,1.9773,1.81358,-0.3,0.232325359,,,,,,,,,,,,,
XLOC_000261,Lmna,54.5656,73.4092,45.4261,135.75,116.75,120.372,1.1,0.039389843,,,,,,,,,,,,,
XLOC_000262,Igf1,2.73959,1.11118,1.553,0.52281,0.48807,0.617411,-0.8,0.077365253,,,,,,,,,,,,,
XLOC_000263,Caprin1,62.4351,57.0766,54.9102,106.547,95.8423,104.087,0.8,0.004493893,,,,,,,,,,,,,
XLOC_000264,Lrrfip1,80.6817,78.2011,75.5869,66.6063,64.2979,60.128,-0.3,0.003216187,,,,,,,,,,,,,
XLOC_000265,Cyth1,17.3163,18.0811,17.3869,15.333,15.4099,13.8668,-0.2,0.030709411,,,,,,,,,,,,,
XLOC_000266,Grk6,10.3991,9.77335,11.8997,22.2485,20.5425,23.7542,1.0,0.000683797,,,,,,,,,,,,,
XLOC_000267,Ralgapa1,8.62454,7.0089,8.7403,9.45646,8.43116,8.84497,0.1,0.191644511,,,,,,,,,,,,,
XLOC_000268,Ubr5,18.6693,16.4548,18.6304,20.481,20.4038,20.3669,0.2,0.085079966,,,,,,,,,,,,,
XLOC_000269,Arhgef10l,11.9214,13.8591,17.7637,19.5538,19.0432,23.9433,0.5,0.026075745,,,,,,,,,,,,,
XLOC_000270,9930012K11Rik,6.87332,5.88754,5.52714,4.57746,5.26744,4.45116,-0.3,0.106777541,,,,,,,,,,,,,
XLOC_000271,Zfp78,0.394669,0.409516,0.550506,0.346759,0.521882,0.345887,0.0,0.650273419,,,,,,,,,,,,,
XLOC_000272,Gria4,0,0,0,0,0.0229383,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_000273,Fxr1,38.2374,38.6785,34.3576,41.9479,40.9629,39.4799,0.1,0.05495368,,,,,,,,,,,,,
XLOC_000274,Ncam1,0.106429,0.0337546,0.114577,0.0243101,0.0522375,0.0418492,-0.1,0.295614568,,,,,,,,,,,,,
XLOC_000275,Nfib,23.0789,13.9317,18.8463,24.7612,24.9017,22.6988,0.4,0.211426854,,,,,,,,,,,,,
XLOC_000276,Odf2,12.5222,10.8446,14.0337,18.5612,18.5431,18.4839,0.5,0.032703041,,,,,,,,,,,,,
XLOC_000277,Synj2,2.24279,2.41019,3.11986,4.27948,3.90809,4.7976,0.6,0.012731144,,,,,,,,,,,,,
XLOC_000278,Tbc1d14,12.9506,12.8126,15.1163,13.0936,12.9612,15.9745,0.0,0.221077469,,,,,,,,,,,,,
XLOC_000279,Ceacam2,0.0354441,0.0092822,0.0276901,0.0717794,0.0648161,0.0640988,0.1,0.022883452,,,,,,,,,,,,,
XLOC_000280,Shank2,5.32412,5.49516,6.19992,4.20384,3.39851,3.70657,-0.5,0.04233633,,,,,,,,,,,,,
XLOC_000281,Mocs2,15.8758,16.2742,12.8097,12.1924,15.8641,14.7613,-0.1,0.715798319,,,,,,,,,,,,,
XLOC_000282,Gls,11.587,9.36674,10.6878,17.9437,15.8939,16.0863,0.6,0.005767306,,,,,,,,,,,,,
XLOC_000283,Mfsd4b5,0.62107,0.908832,1.08189,0.312477,0.172258,0.335089,-0.5,0.047185941,,,,,,,,,,,,,
XLOC_000284,Cd247,0.258041,0.052552,0.560996,0.0130903,0.0992115,0.185827,-0.2,0.266373748,,,,,,,,,,,,,
XLOC_000285,Zfp385b,11.2961,13.4874,10.757,5.14784,5.62252,4.80006,-1.0,0.001468501,,,,,,,,,,,,,
XLOC_000286,Eaf2,0.377169,1.07044,1.15329,0.743063,0.970692,0.706791,0.0,0.920376868,,,,,,,,,,,,,
XLOC_000287,Ebf3,0.0278062,0.0127366,0,0.0273983,0,0.0122331,0.0,0.970590168,,,,,,,,,,,,,
XLOC_000288,Gm21949,10.6997,9.95563,11.5317,16.8905,14.8084,17.3486,0.6,0.001980832,,,,,,,,,,,,,
XLOC_000289,Tec,3.33277,4.75691,4.01756,2.21381,2.47637,2.96706,-0.5,0.051024878,,,,,,,,,,,,,
XLOC_000290,43717,15.0556,10.2323,13.4008,28.2716,39.0122,32.7494,1.3,0.043351623,,,,,,,,,,,,,
XLOC_000291,Arhgef7,21.6456,17.8611,19.4295,16.259,16.0164,15.0136,-0.3,0.058579869,,,,,,,,,,,,,
XLOC_000292,Csf1,3.18659,3.5767,4.63158,5.60376,5.33277,5.90659,0.5,0.04569316,,,,,,,,,,,,,
XLOC_000293,Wtap,30.8979,37.1048,35.9509,39.0042,35.5095,35.8492,0.1,0.546764689,,,,,,,,,,,,,
XLOC_000294,Serbp1,47.141,54.2635,49.0414,85.4247,84.4595,94.907,0.8,0.012741786,,,,,,,,,,,,,
XLOC_000295,Brd3,31.9935,25.3817,27.6653,42.6304,36.1642,38.3283,0.5,0.003418547,,,,,,,,,,,,,
XLOC_000296,Pdlim7,6.72603,4.36718,7.34977,30.5305,26.3453,32.665,2.1,0.002644217,,,,,,,,,,,,,
XLOC_000297,Smarcc2,37.3244,36.3283,49.5312,42.981,38.6734,41.3946,0.0,0.942509213,,,,,,,,,,,,,
XLOC_000298,Dab2ip,23.9647,19.7523,22.5549,26.5675,25.3446,26.8663,0.2,0.05253176,,,,,,,,,,,,,
XLOC_000299,Slc25a53,0.565824,0.285845,0.491458,0.315485,0.394466,0.409404,-0.1,0.568539653,,,,,,,,,,,,,
XLOC_000300,Clasp2,4.64584,3.94219,4.0069,5.82429,4.93392,5.52504,0.3,0.014955339,,,,,,,,,,,,,
XLOC_000301,Eml4,12.8832,11.2572,13.225,10.1923,10.4392,11.1994,-0.2,0.075020762,,,,,,,,,,,,,
XLOC_000302,Ino80d,4.03303,3.10581,5.44867,4.38339,3.56727,3.89153,0.0,0.805048552,,,,,,,,,,,,,
XLOC_000303,Stxbp5l,0.00394641,0,0,0.0125512,0.00408791,0.00767825,0.0,0.038316781,,,,,,,,,,,,,
XLOC_000304,Iqsec2,2.9781,2.79764,3.6354,3.92273,3.17027,3.27108,0.1,0.473869704,,,,,,,,,,,,,
XLOC_000305,Uspl1,9.95936,11.3226,8.25726,10.7081,8.98549,9.66601,0.0,0.994357245,,,,,,,,,,,,,
XLOC_000306,P2ry10b,0.412871,0.0827889,0.510256,0.0259093,0.105363,0.129037,-0.3,0.212869246,,,,,,,,,,,,,
XLOC_000307,Dazap1,46.5002,54.4869,49.353,59.3081,68.0849,64.1223,0.3,0.00211369,,,,,,,,,,,,,
XLOC_000308,Arhgap17,23.2324,24.6061,18.0569,12.805,13.4412,11.4051,-0.8,0.007761108,,,,,,,,,,,,,
XLOC_000309,Zcchc2,4.47231,4.35606,5.97017,4.40385,3.67498,4.22111,-0.2,0.209593067,,,,,,,,,,,,,
XLOC_000310,Igf2,4.42314,5.75689,2.96779,5.76072,6.69819,5.40524,0.4,0.117893019,,,,,,,,,,,,,
XLOC_000311,Sirt2,40.1268,46.0452,41.4307,30.3723,32.7536,27.9301,-0.5,0.009613157,,,,,,,,,,,,,
XLOC_000312,Fyn,3.56343,3.10602,3.66629,1.5155,2.1537,1.84528,-0.7,0.044194118,,,,,,,,,,,,,
XLOC_000313,Hp1bp3,69.5776,66.4093,76.3327,81.6281,77.0333,79.9655,0.2,0.081532771,,,,,,,,,,,,,
XLOC_000314,Nfia,9.61725,6.56181,7.7903,7.70783,8.60337,7.1069,0.0,0.927697531,,,,,,,,,,,,,
XLOC_000315,Rad54l,4.86257,3.94714,4.27187,8.01238,6.95788,8.38201,0.7,0.007587143,,,,,,,,,,,,,
XLOC_000316,Eif4a2,189.51,224.335,174.936,122.109,121.702,115.691,-0.7,0.015882474,,,,,,,,,,,,,
XLOC_000317,Trp73,0.043691,0.0139061,0.0276419,0.0238775,0.0125414,0.0287852,0.0,0.417983571,,,,,,,,,,,,,
XLOC_000318,Trp63,0.0538637,0.0153403,0.0383526,0.241949,0.213169,0.280973,0.3,0.005378625,,,,,,,,,,,,,
XLOC_000319,Snx10,2.42614,2.98992,5.42918,9.42276,11.1123,10.0014,1.3,0.040672939,,,,,,,,,,,,,
XLOC_000320,Eif2b4,16.5793,19.9755,14.8182,18.0238,16.6621,18.8007,0.1,0.741265658,,,,,,,,,,,,,
XLOC_000321,Tspan32,1.11207,1.55398,1.91622,0.336483,0.792004,0.467649,-0.7,0.036534149,,,,,,,,,,,,,
XLOC_000322,Arhgap21,10.1212,9.33546,10.4213,18.7131,16.0295,15.8618,0.7,0.011692588,,,,,,,,,,,,,
XLOC_000323,Atp13a3,40.5105,36.3461,36.4572,30.6888,26.3342,28.4613,-0.4,0.005751846,,,,,,,,,,,,,
XLOC_000324,Cd200r3,0.216982,0,0.346083,0,0,0.0217568,-0.2,0.194786694,,,,,,,,,,,,,
XLOC_000325,5830411N06Rik,0.0415043,0.0361508,0.14408,0,0,0.0359209,-0.1,0.103669464,,,,,,,,,,,,,
XLOC_000326,Cyld,5.92533,4.75891,5.4757,6.542,5.98486,6.35128,0.2,0.049924614,,,,,,,,,,,,,
XLOC_000327,Dlgap1,0.0344298,0.0738153,0.0531877,0.0218495,0.0560922,0.0684537,0.0,0.667751927,,,,,,,,,,,,,
XLOC_000328,Dock9,27.4949,24.9446,49.7195,17.6341,20.2396,15.9379,-0.8,0.1668602,,,,,,,,,,,,,
XLOC_000329,Pcp2,0,0.3153,0,0.124376,0.16991,0.170931,0.1,0.601641003,,,,,,,,,,,,,
XLOC_000330,Cep250,3.58813,3.5969,5.00244,9.43592,6.24754,5.43522,0.6,0.174661836,,,,,,,,,,,,,
XLOC_000331,Arhgef1,62.8058,61.6338,63.3286,51.0713,51.7354,52.3016,-0.3,0.002295367,,,,,,,,,,,,,
XLOC_000332,Oxr1,24.1414,20.197,24.0918,28.8872,27.768,26.641,0.3,0.087982423,,,,,,,,,,,,,
XLOC_000333,Zfp207,60.3606,57.258,59.1579,74.0238,73.4252,72.9394,0.3,0.004025377,,,,,,,,,,,,,
XLOC_000334,Tnnt2,1.19254,0.585414,0.501348,0.506165,0.19619,0.180686,-0.4,0.017412521,,,,,,,,,,,,,
XLOC_000335,Jade1,2.18414,2.06637,2.76838,6.2807,5.6783,6.53525,1.1,0.002606785,,,,,,,,,,,,,
XLOC_000336,Sgce,28.7941,25.8609,24.3292,21.6512,19.2026,16.9439,-0.4,0.005274649,,,,,,,,,,,,,
XLOC_000337,Hras,46.913,54.8931,38.602,66.7962,60.5177,64.7596,0.5,0.118050221,,,,,,,,,,,,,
XLOC_000338,Nfe2l1,49.271,45.7471,48.6419,50.0818,47.8651,45.954,0.0,0.963231795,,,,,,,,,,,,,
XLOC_000339,Tcn2,80.2875,73.4999,66.6458,41.5639,57.8146,39.1157,-0.7,0.061162336,,,,,,,,,,,,,
XLOC_000340,Rpl35a,1200.43,1604.16,1024.26,933.91,998.562,942.721,-0.4,0.140531657,,,,,,,,,,,,,
XLOC_000341,Hexim2,1.51926,3.59231,1.97054,1.14837,1.24353,1.56134,-0.5,0.210445528,,,,,,,,,,,,,
XLOC_000342,Rfesd,3.56758,6.32341,4.97516,3.42045,3.23406,2.83555,-0.5,0.162095415,,,,,,,,,,,,,
XLOC_000343,Ssxb2,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_000344,Nol4l,6.35764,4.96224,6.37158,11.2871,12.6155,10.6568,0.9,0.034655881,,,,,,,,,,,,,
XLOC_000345,Iqsec1,13.0048,11.0464,13.1924,17.4906,15.8579,15.7242,0.4,0.035857583,,,,,,,,,,,,,
XLOC_000346,Gpr160,1.7885,2.06862,2.07669,2.24982,1.65454,2.13287,0.0,0.928422363,,,,,,,,,,,,,
XLOC_000347,Cdv3,30.4281,32.8793,29.1172,44.2807,40.4133,45.6161,0.5,0.041022047,,,,,,,,,,,,,
XLOC_000348,Prickle2,1.14136,0.572473,1.2665,0.390212,0.553707,0.584272,-0.4,0.174884822,,,,,,,,,,,,,
XLOC_000349,Vcan,2.01559,0.787683,1.23576,0.708966,0.728425,0.446024,-0.5,0.164227065,,,,,,,,,,,,,
XLOC_000350,Tomm5,26.9798,34.669,28.7804,42.2595,44.1195,47.3496,0.6,0.037136981,,,,,,,,,,,,,
XLOC_000351,Zfp266,18.2718,16.9976,20.5709,17.7576,14.0535,16.1688,-0.2,0.139376656,,,,,,,,,,,,,
XLOC_000352,Slc39a8,181.342,203.586,192.581,96.7267,104.565,107.007,-0.9,0.001309652,,,,,,,,,,,,,
XLOC_000353,Slc39a14,1.27617,1.21813,1.73658,2.83049,3.97586,2.82626,0.8,0.056358541,,,,,,,,,,,,,
XLOC_000354,1190007I07Rik,8.53244,10.0279,11.6435,10.2514,11.0279,11.9652,0.1,0.150823489,,,,,,,,,,,,,
XLOC_000355,Wdr91,22.1499,25.2713,23.917,12.5817,12.4854,14.2685,-0.8,0.00883043,,,,,,,,,,,,,
XLOC_000356,Ly6h,0,0.094999,0.195068,0.151559,0,0.0892965,0.0,0.872561166,,,,,,,,,,,,,
XLOC_000357,Sh3kbp1,2.69773,1.56766,2.13019,0.753489,1.33543,0.851293,-0.7,0.140199958,,,,,,,,,,,,,
XLOC_000358,Ate1,9.64636,7.99833,9.21211,10.0624,9.54694,9.40968,0.1,0.240771339,,,,,,,,,,,,,
XLOC_000359,Slc6a18,0.0223389,0.00877207,0.0109602,0,0,0.0144959,0.0,0.342733524,,,,,,,,,,,,,
XLOC_000360,Inafm1,29.7431,40.0201,40.5647,34.4818,35.8204,33.5281,-0.1,0.664170096,,,,,,,,,,,,,
XLOC_000361,Dnlz,6.41751,7.68955,7.53675,10.0629,8.59454,9.82699,0.4,0.105761204,,,,,,,,,,,,,
XLOC_000362,Raly,117.204,146.757,142.624,216.281,219.518,254.717,0.8,0.014691048,,,,,,,,,,,,,
XLOC_000363,Bean1,0.0892482,0.0208571,0.0525479,0.0605548,0.170058,0.0694706,0.1,0.481434145,,,,,,,,,,,,,
XLOC_000364,Rbms1,50.8903,41.5412,49.1961,67.7811,63.3149,59.8582,0.4,0.043864054,,,,,,,,,,,,,
XLOC_000365,Nmi,13.4844,12.1401,13.6489,15.0651,14.6997,15.0557,0.2,0.0440002,,,,,,,,,,,,,
XLOC_000366,Tpx2,6.09184,6.08999,11.5289,37.9279,36.7465,42.2798,2.2,0.009319274,,,,,,,,,,,,,
XLOC_000367,,5.64065,6.36734,6.09096,8.62119,7.546,8.83081,0.4,0.053499689,,,,,,,,,,,,,
XLOC_000368,Myo9b,10.4607,9.36202,12.4451,12.5076,11.1971,12.147,0.1,0.242970747,,,,,,,,,,,,,
XLOC_000369,Lmo2,4.62891,3.37025,5.44786,1.51782,1.92358,1.28267,-1.1,0.056503555,,,,,,,,,,,,,
XLOC_000370,Ttll2,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_000371,Vipas39,13.1762,13.2405,11.7562,14.2951,14.6888,13.2302,0.1,0.010548176,,,,,,,,,,,,,
XLOC_000372,Lrrc9,0.0183648,0.00419294,0.0624493,0,0,0.0107542,0.0,0.216669557,,,,,,,,,,,,,
XLOC_000373,Pcdh15,0.00904174,0.00377848,0,0.0059536,0.00552848,0.00927212,0.0,0.537987634,,,,,,,,,,,,,
XLOC_000374,Slc6a8,13.0094,11.196,10.4337,19.9966,21.722,19.8671,0.8,0.015933521,,,,,,,,,,,,,
XLOC_000375,Moap1,12.9791,17.5815,12.9185,14.6951,13.577,14.4397,0.0,0.95350266,,,,,,,,,,,,,
XLOC_000376,Bcl2l15,0.388251,0.0188807,0.40524,0.0555718,0.0275525,0.318722,-0.2,0.324833525,,,,,,,,,,,,,
XLOC_000377,Tmem255b,0.154235,0.0729784,0.263185,0.0764247,0.0820217,0.0921653,-0.1,0.260752119,,,,,,,,,,,,,
XLOC_000378,Fam13c,0.533366,0.312934,0.519007,0.566712,0.403228,0.310421,0.0,0.789135536,,,,,,,,,,,,,
XLOC_000379,Ctc1,8.51317,6.76285,9.33276,16.3257,14.5177,15.6545,0.9,0.010983759,,,,,,,,,,,,,
XLOC_000380,Grm5,0.00525226,0.0164967,0.0205136,0.00445266,0,0.00681674,0.0,0.166129023,,,,,,,,,,,,,
XLOC_000381,Pde2a,0.935108,0.66474,0.634836,0.718717,0.874562,0.326531,-0.1,0.550067649,,,,,,,,,,,,,
XLOC_000382,Spg20,7.36116,7.29366,7.62742,11.1069,11.564,12.7759,0.6,0.00454296,,,,,,,,,,,,,
XLOC_000383,2810459M11Rik,0.424271,0.548621,0.470117,1.82129,1.63448,1.77564,0.9,0.005263961,,,,,,,,,,,,,
XLOC_000384,Crxos,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_000385,Hbs1l,18.7284,20.2527,17.4168,18.3556,18.8132,17.9636,0.0,0.558209629,,,,,,,,,,,,,
XLOC_000386,6430550D23Rik,0.391962,0.427752,1.29626,0.447536,0.0318697,0.437492,-0.4,0.238028962,,,,,,,,,,,,,
XLOC_000387,Mef2b,25.7579,30.1932,23.8033,22.1985,26.3301,20.8143,-0.2,0.001014785,,,,,,,,,,,,,
XLOC_000388,Armh1,0.0779535,0.0273058,0.101746,0.147343,0.0298767,0.0506575,0.0,0.871895973,,,,,,,,,,,,,
XLOC_000389,2210408I21Rik,1.9441,1.28975,1.18025,1.27751,1.58108,1.40112,0.0,0.921945031,,,,,,,,,,,,,
XLOC_000390,Mak,0.0522429,0.0821319,0.205143,0.099693,0.13896,0.176144,0.0,0.429795925,,,,,,,,,,,,,
XLOC_000391,Kifc3,23.079,30.6622,28.2003,42.8902,40.3965,45.7945,0.6,0.043833374,,,,,,,,,,,,,
XLOC_000392,Ralgds,12.1648,12.5383,11.9424,18.7809,17.9918,16.8695,0.5,0.005270641,,,,,,,,,,,,,
XLOC_000393,Pak6,1.57901,3.8253,5.06407,10.2416,11.3915,9.84595,1.4,0.060981386,,,,,,,,,,,,,
XLOC_000394,Sh3bp2,1.63751,2.16687,4.04139,3.08285,2.70082,3.52989,0.2,0.410884276,,,,,,,,,,,,,
XLOC_000395,Slc25a44,9.60899,8.47472,9.33473,7.88893,8.01,7.95226,-0.2,0.08251985,,,,,,,,,,,,,
XLOC_000396,Tiam1,1.10791,0.810245,1.74026,4.79144,4.4254,4.35902,1.3,0.019202616,,,,,,,,,,,,,
XLOC_000397,Gse1,25.3892,25.7688,26.5934,14.9226,13.3633,12.6904,-0.9,0.008588676,,,,,,,,,,,,,
XLOC_000398,Arhgef40,4.36565,3.64759,4.04688,7.12362,5.66596,7.37724,0.6,0.009807932,,,,,,,,,,,,,
XLOC_000399,Msantd3,6.35559,7.67682,5.58272,10.7618,8.1547,10.1137,0.5,0.143197099,,,,,,,,,,,,,
XLOC_000400,Pianp,1.58622,0.0829516,0.112781,1.67766,0.052835,0.0298564,0.0,0.542341611,,,,,,,,,,,,,
XLOC_000401,Yeats2,12.2405,13.3409,11.5832,25.2411,21.6973,22.9513,0.9,0.013242312,,,,,,,,,,,,,
XLOC_000402,Zfp691,2.91748,3.41448,3.09904,4.0478,3.15758,3.72914,0.2,0.34614803,,,,,,,,,,,,,
XLOC_000403,5730409E04Rik,0.982354,0.810569,1.35919,0.915073,0.925109,1.171,0.0,0.701501597,,,,,,,,,,,,,
XLOC_000404,Lpp,10.5544,6.96431,10.2241,14.905,14.0102,12.3825,0.5,0.108429792,,,,,,,,,,,,,
XLOC_000405,Pigv,7.07159,6.69562,8.66598,5.97621,5.70693,7.14647,-0.2,0.004395595,,,,,,,,,,,,,
XLOC_000406,Rwdd2a,1.02323,1.28368,1.33808,0.758905,0.294672,1.02694,-0.4,0.184121592,,,,,,,,,,,,,
XLOC_000407,Adgrg5,0.0326824,0.115834,0.208719,0.0138515,0.0375508,0.106205,-0.1,0.106201402,,,,,,,,,,,,,
XLOC_000408,Zfp710,13.5139,15.2005,18.19,11.9518,11.7394,9.56305,-0.5,0.159711423,,,,,,,,,,,,,
XLOC_000409,Rnf44,31.4077,29.269,31.7626,39.8877,37.928,37.9652,0.3,0.011339455,,,,,,,,,,,,,
XLOC_000410,Runx2,0.465682,0.237366,0.65687,0.248331,0.137942,0.148423,-0.3,0.137379327,,,,,,,,,,,,,
XLOC_000411,Fam169a,0.188597,0.0935358,0.0779317,0.168328,0.284935,0.287651,0.2,0.227816132,,,,,,,,,,,,,
XLOC_000412,Lrrc49,3.1529,2.14914,1.76007,5.0134,5.16224,4.52202,0.8,0.031002072,,,,,,,,,,,,,
