"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Usp12",4.45545891110101e-06,-0.049104209002568,0.224,0.324,0.244609149678356
"Cep83",4.46617107403669e-06,-0.0506642686119751,0.273,0.376,0.245197258135688
"Tjp2",4.47642594130686e-06,0.00471476090113837,0.38,0.469,0.245760260603688
"Cant1",4.49226264865835e-06,-0.00839872651211271,0.535,0.629,0.246629711673992
"Ppan",4.5054497163092e-06,-0.0364993682630249,0.375,0.483,0.247353694875091
"Melk",4.51728926864415e-06,-0.00976456241319451,0.275,0.358,0.248003698137832
"Ppm1a",4.52267878614335e-06,0.00715974560009591,0.536,0.632,0.248299588038056
"Nfs1",4.5331633055087e-06,-0.03414042932792,0.403,0.504,0.248875198635733
"Akr1c12",4.53965784707582e-06,-0.129876432377414,0.615,0.715,0.24923175546231
"Atox1",4.54623775088049e-06,0.0525105242095407,0.719,0.778,0.24959299876109
"Ccz1",4.55499145673174e-06,0.00278533913924839,0.435,0.531,0.250073585966029
"Pop1",4.55597419447431e-06,-0.048957023547745,0.115,0.195,0.250127539250834
