"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Rpl35a",5.01413534642545e-15,-0.0638728990382784,0.989,0.996,2.75281044654104e-10
"Scrn2",5.02736623146194e-15,0.0106882755302694,0.142,0.17,2.76007433473492e-10
"Tomm34",5.06887564363326e-15,-0.00491191095344917,0.196,0.248,2.7828634171111e-10
"Mdh2",5.08578369781008e-15,0.0394977220762827,0.926,0.958,2.79214610793471e-10
"Taf1c",5.18986532060289e-15,-0.00324473712775952,0.106,0.15,2.84928795966419e-10
"Plekhg5",5.20353987014001e-15,-0.0167801880785327,0.097,0.147,2.85679542410557e-10
"Coq10a",5.22946967921801e-15,0.0120625770207703,0.206,0.25,2.87103114858748e-10
"Snx21",5.43202172871148e-15,-0.0027952779615224,0.093,0.132,2.98223424927989e-10
"Abl2",5.48203879696454e-15,-0.00385999002370006,0.097,0.136,3.0096941199215e-10
"Slc35d1",5.59713260826955e-15,-0.00900665702810098,0.133,0.178,3.07288177326607e-10
"Gtf2h4",5.66711736745561e-15,0.00670885217508724,0.189,0.229,3.1113041059068e-10
"Rab33b",5.67315092529146e-15,-0.00982904858703708,0.134,0.181,3.11461658949426e-10
"Gfod2",5.67911541613744e-15,-0.0217016875344844,0.114,0.168,3.11789115461362e-10
"Aldh3b2",5.71075555713474e-15,-0.0199820383540252,0.178,0.236,3.13526190842255e-10
"Serpinb1a",5.85552830176679e-15,0.00536131951268759,0.793,0.851,3.21474359295299e-10
"Zbtb2",5.87115446176039e-15,-0.013652626922336,0.065,0.107,3.22332251105107e-10
"Epb41l1",5.90592642302159e-15,-0.023106067664676,0.112,0.168,3.24241266550308e-10
"Atp11c",5.99139976336132e-15,0.000274188500792139,0.103,0.137,3.289338384083e-10
"Fzd5",6.03295995642155e-15,0.00428430793237328,0.186,0.233,3.31215534567499e-10
"Trafd1",6.16302663200957e-15,-0.0103275075138403,0.164,0.216,3.38356325123957e-10
"Tmem170b",6.16652472459845e-15,-0.00185077050558564,0.131,0.175,3.38548373905179e-10
"Tbp",6.19416587039915e-15,-8.18073706189415e-06,0.1,0.14,3.40065900450784e-10
"Cdkn2aip",6.35358796003641e-15,0.0149707271639023,0.18,0.217,3.48818332593959e-10
"Chodl",6.41304295230877e-15,-0.0668299013852225,0.176,0.25,3.52082471124704e-10
"Map4",6.60295363094912e-15,0.000909436681046649,0.086,0.125,3.62508757292738e-10
"Ccl27a",6.63250136642543e-15,0.00127129726536988,0.138,0.184,3.64130957518122e-10
"Dmac2",6.65374857391433e-15,-0.00474473013909366,0.246,0.303,3.65297450456471e-10
"Rgs16",6.70414948888573e-15,-0.029371916987325,0.067,0.118,3.68064511089315e-10
"Aatf",6.81251361252907e-15,-0.0184493283445057,0.182,0.242,3.74013809841458e-10
"Zfp672",6.82413908806007e-15,-0.0144164826616502,0.167,0.226,3.74652060073586e-10
"Ppp1r12c",6.85767092092141e-15,0.00227909727160253,0.189,0.235,3.76492991229506e-10
"Spon2",6.86745509320168e-15,-0.0241286794194016,0.078,0.127,3.77030152071865e-10
"Scyl3",6.87117735967937e-15,-0.00266503902267448,0.177,0.223,3.77234508223757e-10
"Wnk2",6.91433198612601e-15,-0.00185198806950332,0.141,0.183,3.79603740370304e-10
"Bco2",6.94914433608839e-15,0.00571905680109891,0.163,0.202,3.81514973195588e-10
"Heatr1",7.04349394785287e-15,0.00211892957052653,0.124,0.161,3.8669486123107e-10
"Nbea",7.08270765163236e-15,-0.00391047618710515,0.133,0.173,3.88847732782268e-10
"Rhog",7.10099468729555e-15,-0.005473799973786,0.173,0.225,3.89851709327213e-10
"Tmem79",7.11572593073766e-15,0.00145195194869396,0.153,0.198,3.90660469323428e-10
"Adprm",7.13424474780446e-15,0.0114383796805569,0.122,0.151,3.91677170899213e-10
"Tfeb",7.14486511543216e-15,-0.00739296987307314,0.094,0.138,3.92260239702341e-10
"Wdr24",7.22063360619335e-15,-0.00344436371777868,0.164,0.21,3.96420005613621e-10
"Fundc1",7.32423110479445e-15,0.00776697899863549,0.209,0.248,4.0210761188432e-10
"Slc6a9",7.4791499646397e-15,0.00899514958023978,0.095,0.123,4.10612812208684e-10
"Tlcd1",7.54778070669161e-15,-0.00582866665273669,0.117,0.161,4.14380708578076e-10
"Miga1",7.5906030880022e-15,-0.0223265040955684,0.123,0.179,4.16731700134409e-10
"Cd99l2",7.64034060617533e-15,0.00614082176527844,0.172,0.213,4.19462339619632e-10
"Map3k7",7.65474990664552e-15,-0.0192923162833774,0.211,0.274,4.20253424624746e-10
"Ints7",7.78184091434497e-15,0.000880963295811388,0.159,0.198,4.27230848038453e-10
"Slc17a5",7.78810980296353e-15,-0.01708256138925,0.199,0.26,4.27575016292501e-10
"Aida",7.80707605445145e-15,-0.0114580580942046,0.114,0.164,4.28616282465439e-10
"Kctd17",7.84971859822069e-15,0.0101526536377014,0.193,0.233,4.30957400760914e-10
