"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Pcbp2",4.75794189216069e-26,-0.0610356512809405,0.859,0.977,2.61215767821514e-21
"Apopt1",4.8670619285591e-26,-0.00941192161750487,0.176,0.304,2.67206566939823e-21
"Brap",4.8991039799686e-26,-0.0402706442646993,0.148,0.296,2.68965707604256e-21
"Cep83",4.94276678026636e-26,-0.0119772073224221,0.199,0.324,2.71362839003403e-21
"Mta3",5.03568850976635e-26,0.00875347206551663,0.229,0.347,2.76464334874682e-21
"Engase",5.06148430963865e-26,0.0405980746511102,0.191,0.274,2.77880550083471e-21
"Ces2e",5.07514344809266e-26,-0.103216020781122,0.316,0.51,2.78630450443735e-21
"Tceal8",5.27503229583314e-26,0.0695568341637514,0.236,0.298,2.89604548073535e-21
"Ddx56",5.37027297227761e-26,0.0620245964196638,0.242,0.306,2.94833356451013e-21
"Pyroxd1",5.40607260880954e-26,-0.00369874585057772,0.215,0.344,2.96798792296252e-21
"Gm16136",5.43656887996761e-26,0.0463323530534356,0.175,0.238,2.98473068079102e-21
"Fam53b",5.48149990758449e-26,-0.000820694135609285,0.22,0.351,3.00939826426296e-21
"Rhoq",5.58104575140466e-26,-0.0268817681768202,0.148,0.281,3.06404992797867e-21
"Usp1",5.67376041037991e-26,0.0282869325935265,0.236,0.342,3.11495120290267e-21
"Otud6b",5.81449634027166e-26,-0.0207444849801764,0.197,0.338,3.19221663577255e-21
"Rnmt",5.84867111979531e-26,0.0168284034544071,0.181,0.295,3.21097893147882e-21
"Phf12",6.06579656467715e-26,-0.000474214078155316,0.176,0.292,3.3301829719734e-21
