"gene","distance","Z","FC","p.value","p.adj"
"Lsg1",5.87243668853877e-12,-0.20773199981203,1.09344527084446e-05,0.997361617271437,0.999999994607851
"Fiz1",5.86427337378686e-12,-0.207960222081721,1.0904073721867e-05,0.997365284892129,0.999999994607851
"Mag",5.8546812302835e-12,-0.208228764773063,1.08684314889978e-05,0.997369594458236,0.999999994607851
"Psme4",5.84270289159907e-12,-0.208564681751518,1.08240046203186e-05,0.99737497609618,0.999999994607851
"Unc119b",5.84109784473803e-12,-0.208609741437653,1.08180585201345e-05,0.997375697212975,0.999999994607851
"Mta3",5.8332611070997e-12,-0.208829912123151,1.07890497902594e-05,0.997379218109039,0.999999994607851
"Fam89b",5.82204113539443e-12,-0.209145608876559,1.0747585363495e-05,0.997384259027434,0.999999994607851
"Coq8b",5.80820928586238e-12,-0.209535568986786,1.06965783746709e-05,0.997390473412655,0.999999994607851
"Zfp292",5.80819915346732e-12,-0.209535854962183,1.06965410544374e-05,0.997390477964947,0.999999994607851
"Slc39a8",5.80603794136465e-12,-0.209596863244939,1.06885822388388e-05,0.997391448956188,0.999999994607851
"Was",5.78863536543084e-12,-0.210088880389691,1.06246039798227e-05,0.997399267600686,0.999999994607851
"Slc30a7",5.78465797042202e-12,-0.210201523367073,1.06100085782242e-05,0.997401054568221,0.999999994607851
"Cyld",5.78415407378952e-12,-0.210215799214611,1.06081602010988e-05,0.997401280959345,0.999999994607851
"Slc9a1",5.78397320331788e-12,-0.210220923718367,1.06074967772289e-05,0.99740136222099,0.999999994607851
"Dhx33",5.7778453830837e-12,-0.210394627233618,1.05850324958111e-05,0.997404115333494,0.999999994607851
"Rcbtb1",5.77617977167058e-12,-0.210441871186006,1.05789305638498e-05,0.997404863660871,0.999999994607851
"Ece2",5.7754289685424e-12,-0.21046317132081,1.05761805878214e-05,0.997405200982369,0.999999994607851
"Tmem43",5.7716983810018e-12,-0.210569045214348,1.05625218189856e-05,0.997406877064066,0.999999994607851
"Trim2",5.77063766578357e-12,-0.210599159780095,1.05586398426992e-05,0.997407353623148,0.999999994607851
"Dlg1",5.76797151989258e-12,-0.210674876365635,1.05488855060946e-05,0.997408551471562,0.999999994607851
"Lzts2",5.76113826941974e-12,-0.210869083084356,1.05239060211707e-05,0.99741162152048,0.999999994607851
"Kdelc2",5.75786854365455e-12,-0.210962086568283,1.05119637554917e-05,0.997413090545826,0.999999994607851
"Mfsd14b",5.75763313795789e-12,-0.21096878428382,1.05111042271621e-05,0.997413196309111,0.999999994607851
"Srprb",5.75744925353479e-12,-0.210974016302072,1.05104328410471e-05,0.997413278924871,0.999999994607851
"Ppp1cb",5.75636994738256e-12,-0.21100472864064,1.05064925852001e-05,0.997413763836516,0.999999994607851
"Bco2",5.73632345600426e-12,-0.21157613136335,1.04334425286419e-05,0.997422770342492,0.999999994607851
"Zcchc2",5.73321052411475e-12,-0.21166502707684,1.0422121764173e-05,0.997424168923408,0.999999994607851
"Mib2",5.73256485107362e-12,-0.211683471075216,1.04197744217544e-05,0.997424459011989,0.999999994607851
"Plod1",5.7298951604922e-12,-0.211759752561616,1.04100715760127e-05,0.997425658453047,0.999999994607851
"Slc26a2",5.72958711234647e-12,-0.21176855657788,1.04089522825685e-05,0.997425796853204,0.999999994607851
"Sp1",5.72854576028476e-12,-0.211798321652057,1.04051689736918e-05,0.997426264712825,0.999999994607851
"Ms4a6b",5.72514229866339e-12,-0.211895637955253,1.03928087431098e-05,0.997427793823229,0.999999994607851
"Nup153",5.71807147000098e-12,-0.212097987118505,1.0367153349107e-05,0.997430970611738,0.999999994607851
"Rnf145",5.71397011786105e-12,-0.21221546313708,1.0352286764087e-05,0.99743281327108,0.999999994607851
"Eng",5.7030154210281e-12,-0.212529622698459,1.03126304652964e-05,0.997437735007627,0.999999994607851
"Zfp758",5.70189659165211e-12,-0.212561739870396,1.03085845557994e-05,0.997438237676353,0.999999994607851
"Zfp513",5.68478525253514e-12,-0.213053664118726,1.02468054598772e-05,0.997445925475176,0.999999994607851
"Nfatc3",5.68083204886262e-12,-0.213167506643513,1.02325591435672e-05,0.997447701574341,0.999999994607851
"Slc37a4",5.67844598900272e-12,-0.213236254638121,1.02239652013648e-05,0.997448773585626,0.999999994607851
"Med12",5.67831941889446e-12,-0.213239902164312,1.02235094309083e-05,0.997448830451167,0.999999994607851
"Rcc1l",5.67805389059736e-12,-0.213247554462792,1.02225533143608e-05,0.997448949747978,0.999999994607851
"Gsto1",5.67551348284463e-12,-0.213320783524018,1.02134080527202e-05,0.99745009110484,0.999999994607851
"Lancl1",5.67540365571786e-12,-0.213323950050502,1.02130127762712e-05,0.997450140448078,0.999999994607851
"Cradd",5.67432905421001e-12,-0.213354935851725,1.02091456046728e-05,0.997450623246089,0.999999994607851
"Gm16062",5.67359816583887e-12,-0.213376013882479,1.02065157729619e-05,0.997450951620327,0.999999994607851
"Mier1",5.66761318604398e-12,-0.213548708471308,1.01849937794315e-05,0.997453640557891,0.999999994607851
"Icosl",5.6666945380611e-12,-0.213575230633655,1.01816923312185e-05,0.997454053288955,0.999999994607851
"Nfic",5.65034797212175e-12,-0.214047834163765,1.01230353319462e-05,0.997461397490213,0.999999994607851
"Parp10",5.64942241970098e-12,-0.214074630950624,1.01197192060976e-05,0.997461813323324,0.999999994607851
"Ubqln2",5.648583528215e-12,-0.214098922208918,1.01167140436743e-05,0.997462190221324,0.999999994607851
"Qrich1",5.64556638892614e-12,-0.21418631513279,1.01059094292682e-05,0.997463545764665,0.999999994607851
"Tusc3",5.64497657906393e-12,-0.214203404296886,1.01037979480534e-05,0.997463810755028,0.999999994607851
"Ptges2",5.63294447154187e-12,-0.214552382650154,1.00607719336474e-05,0.997469216552345,0.999999994607851
"Mbtd1",5.63230897214758e-12,-0.214570833728577,1.00585019827031e-05,0.997469502070153,0.999999994607851
"Fam89a",5.62108934718094e-12,-0.214896900582753,1.00184685901232e-05,0.997474542834604,0.999999994607851
"Pcgf5",5.62015136125853e-12,-0.214924187677422,1.0015125324122e-05,0.997474964253872,0.999999994607851
"Kitl",5.61819697004356e-12,-0.214981056667355,1.00081610740927e-05,0.997475842324745,0.999999994607851
"Ap1g2",5.61507012464416e-12,-0.215072079741021,9.99702395514076e-06,0.997477247157034,0.999999994607851
"Tnfsf8",5.61431675589814e-12,-0.215094017436486,9.99434155225341e-06,0.997477585631313,0.999999994607851
"Clec2d",5.60656425480634e-12,-0.215319923919259,9.96675933613059e-06,0.997481068682944,0.999999994607851
